name,credits,institution
Rohit,71,IIT Delhi
Vikas,161,NIT Surathkal
Kiran,140,IIT Kanpur
Vikas,110,IIIT Hyderabad
Pooja,59,IIT Delhi
Suresh,172,NIT Trichy
Neha,51,IIIT Hyderabad
Ankit,165,NIT Trichy
Deepak,102,IIT Kanpur
Manish,138,JNU
Arjun,155,BITS Pilani
Simran,92,JNU
Kavita,86,BITS Pilani
Ankit,28,IIIT Hyderabad
Vikas,82,DU
Manish,132,NIT Surathkal
Arjun,26,IIT Kanpur
Sneha,85,IIT Bombay
Amit,101,NIT Trichy
Deepak,77,JNU
Simran,107,NIT Surathkal
Priya,44,IIT Kanpur
Rohit,90,NIT Trichy
Vikas,148,DU
Amit,82,IIT Kanpur
Priya,51,DU
Simran,33,NIT Surathkal
Sneha,116,NIT Trichy
Simran,162,NIT Trichy
Suresh,50,IIT Kanpur
Kavita,46,IIT Kanpur
Ankit,41,IIT Madras
Nisha,58,IIIT Hyderabad
Nisha,72,NIT Surathkal
Vikas,157,IIT Bombay
Kavita,177,BITS Pilani
Arjun,21,IIT Delhi
Simran,27,NIT Surathkal
Mehul,162,IIT Madras
Ankit,22,IIT Kanpur
Deepak,81,NIT Trichy
Rohit,147,NIT Surathkal
Kiran,52,DU
Deepak,105,IIT Delhi
Arjun,54,BITS Pilani
Mehul,140,IIIT Hyderabad
Vikram,32,IIT Bombay
Sneha,79,BITS Pilani
Rahul,177,DU
Amit,43,NIT Trichy
Mehul,120,IIT Bombay
Arjun,72,NIT Surathkal
Simran,121,IIT Delhi
Priya,97,IIT Madras
Manish,63,IIT Kanpur
Rahul,102,IIT Delhi
Amit,32,NIT Trichy
Rahul,72,IIT Bombay
Vikas,78,BITS Pilani
Riya,48,IIT Bombay
Sneha,63,IIIT Hyderabad
Rahul,139,JNU
Riya,133,NIT Surathkal
Vikram,51,IIT Kanpur
Manish,57,IIIT Hyderabad
Kiran,31,IIT Kanpur
Pooja,78,NIT Surathkal
Neha,102,IIT Delhi
Priya,175,IIT Kanpur
Rohit,157,IIT Bombay
Vikas,40,NIT Trichy
Manish,164,IIT Bombay
Sneha,145,NIT Trichy
Simran,43,IIT Delhi
Neha,116,NIT Surathkal
Sneha,114,NIT Trichy
Kavita,57,NIT Trichy
Amit,70,DU
Amit,139,IIT Madras
Amit,23,IIT Kanpur
Ankit,151,JNU
Ankit,172,DU
Vikram,132,IIIT Hyderabad
Suresh,72,IIT Madras
Vikas,156,DU
Rahul,44,IIT Madras
Ankit,95,DU
Nisha,26,DU
Riya,86,IIT Kanpur
Deepak,84,NIT Surathkal
Sneha,43,NIT Surathkal
Riya,84,IIT Bombay
Vikram,36,IIIT Hyderabad
Simran,45,NIT Trichy
Simran,109,IIT Kanpur
Vikas,145,NIT Trichy
Simran,52,IIT Madras
Priya,55,DU
Pooja,163,IIT Madras
Kiran,78,NIT Trichy
Suresh,149,IIT Delhi
Kavita,36,IIIT Hyderabad
Rahul,170,DU
Pooja,121,IIT Bombay
Mehul,147,IIT Bombay
Nisha,178,IIT Madras
Priya,123,BITS Pilani
Amit,149,DU
Kiran,161,IIT Madras
Vikram,24,DU
Pooja,147,IIIT Hyderabad
Ankit,66,IIIT Hyderabad
Nisha,93,IIT Delhi
Pooja,151,IIIT Hyderabad
Rohit,55,IIT Madras
Mehul,150,NIT Trichy
Neha,38,JNU
Simran,72,IIT Delhi
Rahul,46,IIT Delhi
Arjun,28,BITS Pilani
Priya,173,IIT Madras
Simran,85,IIT Delhi
Mehul,134,IIT Delhi
Sneha,137,DU
Amit,115,NIT Surathkal
Nisha,163,IIIT Hyderabad
Nisha,63,IIT Delhi
Priya,45,IIT Kanpur
Riya,31,JNU
Pooja,89,JNU
Vikas,97,IIT Kanpur
Sneha,25,IIT Bombay
Neha,29,IIT Delhi
Arjun,50,IIT Kanpur
Nisha,116,JNU
Vikram,33,IIT Kanpur
Manish,103,IIT Delhi
Riya,54,NIT Trichy
Arjun,60,NIT Surathkal
Rahul,84,NIT Surathkal
Riya,112,BITS Pilani
Amit,68,NIT Surathkal
Sneha,77,NIT Surathkal
Manish,111,DU
Deepak,73,NIT Trichy
Priya,39,JNU
Kavita,173,DU
Deepak,127,BITS Pilani
Simran,50,IIT Kanpur
Priya,110,IIT Kanpur
Neha,159,JNU
Arjun,134,NIT Trichy
Sneha,61,NIT Surathkal
Deepak,56,IIT Delhi
Arjun,37,NIT Surathkal
Kavita,163,IIT Kanpur
Arjun,96,JNU
Rahul,149,IIT Delhi
Vikram,89,IIT Bombay
Vikram,144,IIT Madras
Kavita,32,IIIT Hyderabad
Sneha,93,IIT Delhi
Suresh,94,NIT Trichy
Rohit,38,IIT Madras
Rahul,177,IIT Delhi
Arjun,111,DU
Vikram,108,IIT Bombay
Suresh,141,DU
Kavita,75,IIT Bombay
Vikas,51,NIT Surathkal
Neha,63,BITS Pilani
Deepak,70,IIT Bombay
Rahul,172,IIT Bombay
Sneha,96,IIIT Hyderabad
Sneha,134,IIT Madras
Kiran,159,IIIT Hyderabad
Neha,81,IIT Delhi
Deepak,87,BITS Pilani
Neha,141,IIT Kanpur
Priya,138,NIT Trichy
Vikram,27,NIT Surathkal
Neha,107,NIT Surathkal
Neha,106,NIT Trichy
Rohit,85,IIIT Hyderabad
Kavita,133,BITS Pilani
Simran,46,DU
Sneha,142,JNU
Neha,38,BITS Pilani
Priya,56,BITS Pilani
Pooja,86,BITS Pilani
Pooja,94,IIT Bombay
Manish,172,IIT Delhi
Priya,103,BITS Pilani
Simran,128,JNU
Manish,131,NIT Surathkal
Riya,108,IIT Bombay
Rohit,168,NIT Trichy
Suresh,139,BITS Pilani
Deepak,93,IIT Delhi
Manish,38,IIT Madras
Vikas,131,IIT Madras
Riya,87,IIIT Hyderabad
Rahul,43,DU
Kiran,166,DU
Arjun,163,IIIT Hyderabad
Neha,92,IIT Delhi
Deepak,69,IIT Kanpur
Pooja,34,NIT Trichy
Pooja,93,NIT Trichy
Sneha,29,IIT Bombay
Rohit,172,NIT Trichy
Simran,97,NIT Surathkal
Mehul,176,NIT Surathkal
Rahul,156,IIT Bombay
Rahul,175,JNU
Vikas,55,NIT Trichy
Vikas,95,BITS Pilani
Nisha,102,IIT Madras
Suresh,96,IIT Kanpur
Kavita,106,IIT Kanpur
Suresh,42,IIT Delhi
Priya,134,BITS Pilani
Suresh,117,IIT Kanpur
Arjun,149,NIT Surathkal
Kiran,82,NIT Surathkal
Deepak,127,BITS Pilani
Riya,21,DU
Riya,99,DU
Vikas,48,IIT Kanpur
Kiran,155,IIT Delhi
Mehul,128,IIT Delhi
Rahul,158,BITS Pilani
Vikram,105,IIIT Hyderabad
Vikram,142,BITS Pilani
Kavita,164,IIT Delhi
Suresh,84,IIT Delhi
Vikas,137,IIIT Hyderabad
Simran,167,NIT Trichy
Rahul,118,BITS Pilani
Sneha,84,IIT Kanpur
Riya,54,DU
Rohit,48,NIT Surathkal
Deepak,36,JNU
Ankit,89,BITS Pilani
Priya,124,IIIT Hyderabad
Vikas,94,DU
Vikram,170,IIIT Hyderabad
Arjun,99,IIT Bombay
Deepak,139,BITS Pilani
Rahul,154,JNU
Riya,32,IIT Kanpur
Ankit,71,NIT Trichy
Pooja,20,NIT Surathkal
Kiran,157,IIT Delhi
Vikram,23,NIT Trichy
Mehul,142,IIT Madras
Amit,41,DU
Amit,115,JNU
Vikas,131,IIT Madras
Riya,21,DU
Simran,134,IIT Bombay
Riya,180,IIIT Hyderabad
Sneha,93,NIT Trichy
Vikas,139,DU
Manish,111,BITS Pilani
Vikas,116,IIT Bombay
Manish,162,DU
Vikas,175,NIT Trichy
Rohit,97,IIIT Hyderabad
Deepak,32,JNU
Suresh,78,IIT Kanpur
Deepak,94,BITS Pilani
Rahul,150,NIT Surathkal
Ankit,162,IIIT Hyderabad
Sneha,61,IIT Madras
Kavita,167,IIIT Hyderabad
Vikram,134,IIIT Hyderabad
Simran,29,IIT Bombay
Kavita,152,NIT Surathkal
Vikas,78,NIT Trichy
Priya,122,NIT Trichy
Riya,177,BITS Pilani
Ankit,39,JNU
Ankit,40,DU
Pooja,93,IIT Madras
Kavita,59,IIT Bombay
Simran,34,DU
Deepak,116,IIIT Hyderabad
Rohit,177,BITS Pilani
Kiran,148,DU
Nisha,135,JNU
Pooja,43,IIT Delhi
Simran,86,JNU
Manish,177,IIT Bombay
Priya,73,JNU
Rohit,107,IIT Madras
Suresh,54,IIT Kanpur
Suresh,22,IIT Bombay
Kavita,180,IIT Kanpur
Ankit,156,IIT Bombay
Amit,73,IIT Madras
Manish,165,IIT Bombay
Suresh,39,NIT Surathkal
Ankit,117,IIT Kanpur
Arjun,164,BITS Pilani
Simran,108,JNU
Pooja,81,IIIT Hyderabad
Rohit,86,IIT Bombay
Kiran,176,DU
Deepak,158,IIT Kanpur
Sneha,23,IIT Bombay
Ankit,78,IIT Madras
Manish,112,IIT Delhi
Vikram,106,JNU
Rahul,66,IIT Bombay
Nisha,118,DU
Simran,88,NIT Trichy
Mehul,36,IIIT Hyderabad
Kavita,142,JNU
Rahul,30,JNU
Kavita,116,IIIT Hyderabad
Rahul,127,JNU
Ankit,164,IIT Kanpur
Sneha,177,IIT Bombay
Vikas,168,NIT Surathkal
Arjun,166,NIT Trichy
Neha,135,DU
Rahul,70,NIT Trichy
Arjun,97,IIT Kanpur
Riya,137,IIT Madras
Deepak,136,BITS Pilani
Kavita,125,NIT Surathkal
Sneha,93,IIT Kanpur
Amit,165,NIT Trichy
Mehul,21,IIT Bombay
Kiran,135,IIT Madras
Rahul,36,BITS Pilani
Neha,72,IIT Bombay
Amit,124,IIT Delhi
Ankit,48,IIIT Hyderabad
Ankit,94,IIT Bombay
Simran,56,JNU
Deepak,25,DU
Rohit,121,IIT Delhi
Suresh,157,BITS Pilani
Vikram,95,NIT Trichy
Neha,115,IIT Bombay
Neha,121,IIT Delhi
Riya,175,DU
Manish,105,JNU
Suresh,103,IIT Delhi
Manish,102,IIT Delhi
Riya,124,JNU
Kiran,161,IIT Bombay
Rahul,106,NIT Surathkal
Vikram,141,NIT Trichy
Arjun,127,NIT Trichy
Nisha,43,BITS Pilani
Kiran,152,DU
Simran,164,BITS Pilani
Kavita,38,IIT Kanpur
Arjun,158,IIIT Hyderabad
Kavita,107,IIT Delhi
Sneha,100,BITS Pilani
Sneha,53,IIT Bombay
Kavita,95,IIT Kanpur
Ankit,79,NIT Trichy
Neha,34,BITS Pilani
Nisha,129,IIIT Hyderabad
Rahul,115,IIT Delhi
Nisha,167,IIIT Hyderabad
Ankit,177,JNU
Vikas,171,BITS Pilani
Ankit,68,IIT Delhi
Deepak,86,BITS Pilani
Rohit,115,IIT Madras
Priya,103,DU
Arjun,146,NIT Surathkal
Amit,74,IIT Madras
Priya,108,NIT Trichy
Sneha,149,NIT Trichy
Deepak,120,NIT Trichy
Suresh,127,JNU
Arjun,163,IIT Bombay
Pooja,23,JNU
Priya,105,NIT Trichy
Riya,139,BITS Pilani
Arjun,164,IIT Bombay
Kiran,112,IIT Kanpur
Deepak,166,IIT Bombay
Deepak,124,DU
Kavita,61,IIT Kanpur
Nisha,120,IIT Kanpur
Simran,56,IIT Bombay
Priya,20,IIT Bombay
Sneha,56,NIT Surathkal
Kiran,118,IIT Delhi
Arjun,132,IIT Kanpur
Priya,114,NIT Trichy
Arjun,167,JNU
Vikram,68,IIT Madras
Kiran,163,NIT Trichy
Amit,115,IIT Madras
Sneha,150,IIIT Hyderabad
Deepak,83,IIIT Hyderabad
Rahul,34,NIT Trichy
Arjun,92,JNU
Vikram,103,IIIT Hyderabad
Vikram,172,DU
Vikas,78,IIT Delhi
Suresh,77,IIT Delhi
Kavita,103,JNU
Simran,64,IIT Bombay
Vikram,147,IIT Kanpur
Nisha,139,IIT Madras
Rohit,129,IIT Delhi
Nisha,43,IIT Bombay
Sneha,23,BITS Pilani
Rahul,83,BITS Pilani
Manish,80,IIIT Hyderabad
Mehul,155,NIT Surathkal
Rohit,133,NIT Surathkal
Sneha,132,IIT Madras
Neha,94,DU
Pooja,120,IIT Delhi
Rohit,32,NIT Trichy
Rahul,77,BITS Pilani
Rohit,154,JNU
Deepak,23,IIT Madras
Kavita,118,IIT Madras
Rohit,56,IIT Madras
Vikas,163,IIT Kanpur
Rahul,56,NIT Trichy
Kiran,120,IIT Delhi
Kiran,49,IIT Kanpur
Ankit,167,BITS Pilani
Rahul,36,IIT Delhi
Ankit,118,IIIT Hyderabad
Neha,43,BITS Pilani
Pooja,97,JNU
Pooja,77,NIT Surathkal
Vikas,180,JNU
Sneha,135,IIT Delhi
Arjun,39,BITS Pilani
Amit,133,IIT Bombay
Riya,145,IIT Kanpur
Rohit,131,IIIT Hyderabad
Pooja,30,IIT Madras
Rohit,155,IIT Kanpur
Suresh,77,IIT Kanpur
Suresh,92,IIT Kanpur
Ankit,37,IIT Bombay
Suresh,23,DU
Arjun,94,NIT Surathkal
Suresh,43,IIT Kanpur
Mehul,33,JNU
Nisha,161,IIT Delhi
Rohit,109,IIT Madras
Pooja,24,IIT Madras
Rohit,125,IIIT Hyderabad
Suresh,80,IIT Kanpur
Rohit,84,NIT Trichy
Pooja,96,IIT Kanpur
Nisha,129,IIT Bombay
Riya,171,IIT Bombay
Neha,129,NIT Trichy
Neha,173,NIT Trichy
Pooja,104,IIT Bombay
Ankit,162,NIT Trichy
Arjun,99,IIT Delhi
Pooja,115,IIIT Hyderabad
Kavita,46,IIT Bombay
Riya,87,IIT Delhi
Vikas,143,IIIT Hyderabad
Simran,64,IIT Madras
Vikas,174,IIT Bombay
Pooja,37,BITS Pilani
Kiran,107,BITS Pilani
Deepak,152,JNU
Rohit,172,IIT Kanpur
Kavita,67,NIT Surathkal
Riya,59,JNU
Deepak,162,NIT Trichy
Mehul,43,IIIT Hyderabad
Sneha,88,BITS Pilani
Pooja,68,JNU
Simran,67,IIT Bombay
Rahul,38,IIT Bombay
Rohit,76,JNU
Priya,165,IIT Kanpur
Simran,79,IIT Bombay
Amit,45,IIT Bombay
Rahul,20,IIT Kanpur
Kiran,177,IIT Bombay
Rahul,130,IIT Delhi
Pooja,106,IIIT Hyderabad
Ankit,138,IIT Madras
Priya,160,IIIT Hyderabad
Sneha,31,IIT Bombay
Amit,139,NIT Surathkal
Riya,126,IIT Madras
Simran,74,JNU
Riya,87,IIT Kanpur
Ankit,86,IIT Madras
Vikram,142,IIT Madras
Amit,154,NIT Surathkal
Vikas,106,IIT Kanpur
Kiran,141,DU
Suresh,115,IIT Madras
Riya,24,IIT Kanpur
Nisha,177,BITS Pilani
Manish,170,JNU
Mehul,121,IIT Bombay
Vikas,21,IIT Madras
Sneha,70,BITS Pilani
Simran,61,DU
Arjun,151,IIT Madras
Amit,22,BITS Pilani
Rohit,150,IIT Delhi
Kiran,24,NIT Surathkal
Vikas,47,IIT Delhi
Sneha,68,IIIT Hyderabad
Pooja,89,IIIT Hyderabad
Ankit,166,BITS Pilani
Amit,97,BITS Pilani
Amit,106,DU
Suresh,165,IIT Kanpur
Kavita,129,IIT Delhi
Ankit,22,IIT Madras
Amit,77,IIT Madras
Vikram,92,IIT Bombay
Vikas,162,IIT Delhi
Vikas,138,IIT Bombay
Rohit,42,IIT Delhi
Vikas,92,NIT Trichy
Riya,123,JNU
Vikram,50,IIIT Hyderabad
Suresh,170,NIT Trichy
Ankit,125,JNU
Ankit,169,IIT Madras
Manish,54,IIIT Hyderabad
Vikas,118,IIT Kanpur
Amit,28,NIT Trichy
Deepak,22,NIT Trichy
Simran,176,IIT Delhi
Sneha,108,NIT Surathkal
Vikas,92,IIIT Hyderabad
Suresh,144,NIT Surathkal
Kiran,146,NIT Trichy
Simran,105,BITS Pilani
Deepak,39,DU
Arjun,109,IIT Bombay
Amit,64,IIT Kanpur
Amit,154,IIT Kanpur
Amit,85,DU
Manish,102,IIT Madras
Riya,101,BITS Pilani
Mehul,99,JNU
Simran,160,BITS Pilani
Neha,34,NIT Surathkal
Arjun,55,IIT Delhi
Sneha,127,IIT Bombay
Suresh,154,IIT Kanpur
Riya,91,DU
Manish,124,BITS Pilani
Arjun,39,IIT Bombay
Pooja,125,IIIT Hyderabad
Kavita,156,IIT Kanpur
Arjun,81,IIT Madras
Riya,154,IIT Kanpur
Sneha,20,IIT Kanpur
Simran,21,JNU
Neha,51,IIIT Hyderabad
Amit,67,BITS Pilani
Ankit,45,IIT Kanpur
Priya,115,JNU
Simran,172,NIT Surathkal
Neha,177,IIT Delhi
Priya,168,IIT Kanpur
Amit,58,BITS Pilani
Vikas,91,JNU
Kavita,163,IIT Delhi
Manish,161,BITS Pilani
Simran,34,IIT Bombay
Mehul,166,BITS Pilani
Kavita,179,JNU
Priya,62,DU
Suresh,172,NIT Trichy
Riya,105,NIT Trichy
Manish,22,IIT Delhi
Manish,46,DU
Rohit,96,JNU
Simran,130,IIT Delhi
Amit,97,IIT Bombay
Arjun,180,NIT Trichy
Arjun,23,NIT Surathkal
Pooja,167,NIT Surathkal
Mehul,132,NIT Trichy
Rahul,142,IIT Kanpur
Suresh,95,NIT Trichy
Mehul,49,IIIT Hyderabad
Mehul,156,IIT Delhi
Amit,93,IIT Bombay
Rahul,82,NIT Surathkal
Nisha,23,IIT Madras
Rohit,32,IIT Bombay
Vikram,135,BITS Pilani
Simran,62,JNU
Riya,104,IIT Kanpur
Nisha,167,NIT Surathkal
Arjun,156,IIT Madras
Ankit,55,IIT Kanpur
Kavita,64,DU
Manish,138,IIT Delhi
Sneha,36,IIT Madras
Arjun,117,BITS Pilani
Suresh,63,JNU
Manish,133,IIT Madras
Pooja,128,BITS Pilani
Vikram,129,IIT Kanpur
Rahul,63,DU
Deepak,103,IIT Kanpur
Manish,72,BITS Pilani
Arjun,83,NIT Surathkal
Suresh,51,NIT Trichy
Nisha,50,IIIT Hyderabad
Arjun,103,NIT Trichy
Ankit,140,IIIT Hyderabad
Nisha,116,NIT Trichy
Mehul,162,JNU
Vikram,127,IIT Madras
Deepak,100,NIT Trichy
Manish,137,IIT Kanpur
Simran,22,IIT Delhi
Amit,24,IIT Delhi
Nisha,147,BITS Pilani
Nisha,28,JNU
Vikram,67,IIIT Hyderabad
Deepak,175,IIT Madras
Rahul,59,IIT Bombay
Arjun,160,IIT Kanpur
Vikas,60,IIT Madras
Priya,40,JNU
Nisha,33,IIT Bombay
Pooja,73,DU
Priya,172,JNU
Pooja,99,IIT Kanpur
Rahul,178,IIT Madras
Rohit,133,IIT Delhi
Sneha,104,DU
Ankit,74,JNU
Ankit,36,JNU
Neha,115,BITS Pilani
Deepak,59,IIT Bombay
Sneha,79,NIT Trichy
Neha,151,IIT Kanpur
Deepak,68,DU
Suresh,116,IIT Kanpur
Neha,166,BITS Pilani
Neha,120,IIT Bombay
Riya,49,BITS Pilani
Riya,90,IIIT Hyderabad
Suresh,50,IIT Kanpur
Vikram,86,IIT Delhi
Rohit,163,IIT Delhi
Manish,70,NIT Trichy
Priya,148,IIT Bombay
Sneha,96,BITS Pilani
Simran,175,IIIT Hyderabad
Amit,52,DU
Ankit,130,IIT Madras
Vikram,79,IIT Delhi
Amit,87,IIT Bombay
Rahul,80,IIT Bombay
Deepak,80,NIT Surathkal
Deepak,160,NIT Surathkal
Kiran,83,NIT Surathkal
Sneha,59,IIT Kanpur
Mehul,128,IIT Madras
Rohit,134,IIT Bombay
Kavita,113,NIT Surathkal
Mehul,38,JNU
Pooja,127,BITS Pilani
Pooja,30,IIT Madras
Priya,140,NIT Trichy
Rohit,74,JNU
Arjun,74,IIT Madras
Ankit,42,NIT Trichy
Vikas,76,NIT Surathkal
Sneha,164,IIT Delhi
Nisha,115,NIT Surathkal
Kavita,173,IIT Delhi
Arjun,89,BITS Pilani
Kiran,99,DU
Manish,115,IIT Kanpur
Rohit,175,IIT Kanpur
Suresh,48,IIT Kanpur
Rohit,134,BITS Pilani
Simran,23,IIT Kanpur
Rohit,175,IIT Madras
Rahul,136,IIIT Hyderabad
Kiran,111,IIT Delhi
Rahul,99,IIT Kanpur
Kavita,103,NIT Surathkal
Kavita,149,BITS Pilani
Nisha,96,BITS Pilani
Kiran,123,IIT Kanpur
Simran,87,JNU
Simran,96,IIIT Hyderabad
Neha,29,IIT Madras
Neha,108,NIT Trichy
Mehul,126,NIT Trichy
Nisha,105,DU
Arjun,118,IIT Delhi
Deepak,81,NIT Trichy
Riya,173,JNU
Deepak,133,DU
Arjun,74,DU
Nisha,79,IIT Kanpur
Rohit,86,BITS Pilani
Ankit,20,IIT Madras
Ankit,57,IIT Bombay
Manish,94,NIT Trichy
Rahul,120,IIT Bombay
Arjun,47,DU
Manish,172,JNU
Amit,63,IIT Kanpur
Manish,81,NIT Surathkal
Neha,166,IIIT Hyderabad
Rahul,160,IIT Bombay
Ankit,177,IIT Kanpur
Rohit,176,NIT Trichy
Rahul,30,JNU
Rahul,154,JNU
Vikas,169,IIT Delhi
Simran,48,IIT Bombay
Simran,40,NIT Surathkal
Manish,128,IIT Delhi
Vikram,86,IIT Delhi
Ankit,38,NIT Surathkal
Vikas,65,IIIT Hyderabad
Rohit,129,DU
Manish,30,IIT Delhi
Simran,150,NIT Surathkal
Vikram,164,NIT Surathkal
Kavita,63,IIT Madras
Riya,142,DU
Nisha,147,NIT Surathkal
Deepak,95,IIT Kanpur
Kiran,81,IIIT Hyderabad
Deepak,71,IIT Kanpur
Rohit,155,BITS Pilani
Arjun,157,IIT Kanpur
Neha,139,BITS Pilani
Kiran,96,BITS Pilani
Vikram,104,NIT Trichy
Arjun,118,IIT Kanpur
Neha,132,NIT Trichy
Riya,55,IIT Delhi
Vikas,135,DU
Neha,153,IIT Kanpur
Arjun,136,IIT Delhi
Rohit,79,NIT Surathkal
Ankit,44,NIT Trichy
Mehul,55,JNU
Neha,95,DU
Deepak,165,IIT Bombay
Ankit,40,IIT Delhi
Kavita,81,IIT Bombay
Vikas,97,NIT Trichy
Rohit,75,IIT Madras
Sneha,39,BITS Pilani
Pooja,102,IIIT Hyderabad
Vikas,162,IIT Kanpur
Arjun,125,IIT Kanpur
Riya,123,BITS Pilani
Manish,167,NIT Trichy
Nisha,44,JNU
Priya,45,BITS Pilani
Rohit,87,IIT Bombay
Sneha,36,IIT Kanpur
Sneha,54,IIIT Hyderabad
Amit,84,IIT Madras
Amit,75,NIT Trichy
Kavita,61,IIIT Hyderabad
Vikas,150,IIIT Hyderabad
Neha,70,BITS Pilani
Rahul,33,IIIT Hyderabad
Arjun,34,IIIT Hyderabad
Pooja,86,BITS Pilani
Suresh,161,IIT Madras
Riya,88,DU
Deepak,165,NIT Trichy
Amit,127,IIT Madras
Riya,34,IIT Bombay
Manish,66,NIT Surathkal
Riya,121,BITS Pilani
Sneha,105,IIT Delhi
Suresh,98,NIT Trichy
Rohit,26,NIT Surathkal
Rahul,22,DU
Vikas,142,DU
Amit,24,NIT Trichy
Kavita,107,NIT Surathkal
Vikram,127,NIT Trichy
Kiran,58,NIT Trichy
Neha,83,IIT Bombay
Neha,24,IIT Bombay
Pooja,174,IIT Kanpur
Arjun,152,JNU
Rahul,27,IIT Madras
Kiran,46,JNU
Nisha,39,IIT Madras
Pooja,128,IIT Kanpur
Deepak,146,IIT Delhi
Nisha,25,IIT Bombay
Pooja,62,IIT Kanpur
Vikas,126,IIT Madras
Kiran,142,BITS Pilani
Rahul,47,NIT Surathkal
Ankit,44,JNU
Kavita,160,IIIT Hyderabad
Amit,147,IIT Madras
Nisha,164,DU
Nisha,88,IIT Delhi
Rahul,92,DU
Rahul,162,NIT Surathkal
Ankit,104,BITS Pilani
Sneha,56,IIT Kanpur
Arjun,119,IIIT Hyderabad
Mehul,117,IIIT Hyderabad
Neha,135,IIIT Hyderabad
Pooja,109,NIT Surathkal
Pooja,121,IIT Madras
Riya,88,NIT Trichy
Amit,70,DU
Neha,138,IIT Bombay
Mehul,170,BITS Pilani
Deepak,136,JNU
Vikram,22,IIT Bombay
Manish,49,BITS Pilani
Simran,77,IIIT Hyderabad
Manish,134,IIT Delhi
Manish,109,BITS Pilani
Manish,65,IIT Delhi
Priya,31,IIT Bombay
Simran,94,IIT Delhi
Arjun,46,IIT Kanpur
Riya,22,JNU
Simran,150,IIT Madras
Simran,46,NIT Trichy
Neha,128,IIT Delhi
Neha,28,DU
Kavita,85,DU
Priya,126,NIT Trichy
Ankit,47,NIT Trichy
Vikram,61,NIT Surathkal
Rohit,93,NIT Trichy
Kavita,34,IIT Bombay
Mehul,70,DU
Kiran,143,IIIT Hyderabad
Rahul,127,IIT Kanpur
Kavita,60,NIT Trichy
Nisha,95,BITS Pilani
Kiran,158,NIT Surathkal
Mehul,126,IIT Delhi
Neha,150,NIT Trichy
Sneha,97,IIT Madras
Kiran,167,JNU
Kavita,67,BITS Pilani
Ankit,163,IIT Delhi
Neha,142,DU
Manish,93,IIT Madras
Deepak,93,NIT Trichy
Pooja,168,IIT Kanpur
Riya,39,IIT Kanpur
Pooja,68,IIT Delhi
Kavita,152,IIT Bombay
Arjun,159,NIT Trichy
Simran,59,DU
Simran,125,IIT Delhi
Pooja,156,IIT Bombay
Priya,21,JNU
Priya,143,IIT Bombay
Rahul,111,IIT Madras
Ankit,118,IIT Bombay
Arjun,141,NIT Trichy
Vikas,32,BITS Pilani
Simran,111,IIT Delhi
Amit,137,DU
Kiran,64,BITS Pilani
Suresh,150,IIIT Hyderabad
Priya,66,NIT Surathkal
Vikas,43,NIT Surathkal
Rohit,40,NIT Trichy
Kavita,121,JNU
Kavita,175,DU
Manish,172,NIT Trichy
Suresh,136,DU
Arjun,110,NIT Surathkal
Simran,64,NIT Trichy
Nisha,159,BITS Pilani
Pooja,167,NIT Trichy
Deepak,102,IIT Kanpur
Vikas,160,NIT Trichy
Priya,112,IIT Bombay
Kiran,140,NIT Surathkal
Simran,67,DU
Vikram,126,IIIT Hyderabad
Mehul,176,IIT Madras
Mehul,72,IIT Madras
Rohit,166,NIT Surathkal
Nisha,154,IIIT Hyderabad
Suresh,21,DU
Suresh,131,IIT Delhi
Pooja,166,IIT Bombay
Arjun,37,NIT Trichy
Sneha,61,DU
Kiran,51,NIT Trichy
Rohit,54,IIT Kanpur
Vikram,88,IIT Delhi
Pooja,168,IIT Madras
Suresh,107,IIT Kanpur
Sneha,114,IIIT Hyderabad
Vikas,62,IIT Delhi
Simran,137,IIT Bombay
Amit,111,IIIT Hyderabad
Deepak,159,IIIT Hyderabad
Kiran,133,IIT Bombay
Rahul,111,BITS Pilani
Priya,166,IIT Kanpur
Priya,85,IIIT Hyderabad
Amit,107,DU
Neha,77,DU
Kiran,134,JNU
Neha,76,IIIT Hyderabad
Vikas,31,IIT Bombay
Priya,87,NIT Surathkal
Rahul,118,IIT Bombay
Sneha,84,IIT Delhi
Pooja,22,IIT Kanpur
Kavita,141,IIT Madras
Amit,133,JNU
Suresh,176,NIT Surathkal
Pooja,36,BITS Pilani
Kavita,144,BITS Pilani
Kavita,27,NIT Trichy
Nisha,132,IIT Bombay
Arjun,35,NIT Surathkal
Nisha,130,DU
Ankit,164,IIT Madras
Arjun,154,DU
Arjun,102,IIT Delhi
Ankit,118,IIT Madras
Sneha,69,IIT Bombay
Arjun,92,IIT Madras
Sneha,148,DU
Nisha,45,IIT Madras
Kiran,141,IIT Bombay
Mehul,167,IIT Delhi
Kiran,111,IIIT Hyderabad
Deepak,103,NIT Surathkal
Manish,167,NIT Trichy
Manish,115,NIT Surathkal
Deepak,125,IIT Delhi
Suresh,126,IIT Delhi
Simran,139,IIT Kanpur
Kiran,77,IIT Bombay
Rahul,126,DU
Kavita,25,BITS Pilani
Neha,157,IIT Bombay
Vikas,50,NIT Surathkal
Simran,79,BITS Pilani
Rohit,48,NIT Surathkal
Vikas,136,DU
Nisha,24,IIT Bombay
Rohit,150,NIT Surathkal
Pooja,41,DU
Vikram,158,IIIT Hyderabad
